TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2025,3,14,0,36,29XX CAMBIE ST,Fairview,491626.6748,5456283.6101
Break and Enter Commercial,2025,2,25,6,16,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349
Break and Enter Commercial,2025,3,26,1,0,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349
Break and Enter Commercial,2025,10,24,1,2,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349
Break and Enter Commercial,2025,10,1,0,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Break and Enter Commercial,2025,1,3,18,0,29XX FIR ST,Fairview,489721.036,5456289.0366
Break and Enter Commercial,2025,12,17,2,25,29XX RUPERT ST,Renfrew-Collingwood,497531.77,5456116.6221
Break and Enter Commercial,2025,8,1,18,0,29XX SPRUCE ST,Fairview,490608.571,5456297.8349
Break and Enter Commercial,2025,9,12,10,8,2X E CORDOVA ST,Central Business District,492451.4638,5458847.3249
Break and Enter Commercial,2025,6,4,19,5,2X E CORDOVA ST,Central Business District,492453.0836,5458847.036
Break and Enter Commercial,2025,9,20,17,0,2X GARDEN DR,Grandview-Woodland,495794.5698,5459090.3698
Break and Enter Commercial,2025,11,23,2,0,2X NANAIMO ST,Grandview-Woodland,495884.5008,5459087.552
Break and Enter Commercial,2025,5,2,22,2,2X W 2ND AVE,Mount Pleasant,492340.4871,5457389.0786
Break and Enter Commercial,2025,4,5,3,30,2X W 2ND AVE,Mount Pleasant,492344.7192,5457388.9708
Break and Enter Commercial,2025,8,29,16,15,2X W HASTINGS ST,Central Business District,492349.5724,5458774.4809
Break and Enter Commercial,2025,10,22,6,52,2XX ABBOTT ST,Central Business District,492261.9986,5459006.8031
Break and Enter Commercial,2025,1,15,12,35,2XX ALEXANDER ST,Strathcona,492859.0595,5459045.087
Break and Enter Commercial,2025,8,30,1,30,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Break and Enter Commercial,2025,5,14,4,42,3XX E 6TH AVE,Mount Pleasant,492915.1408,5456973.3067
Break and Enter Commercial,2025,10,27,7,0,3XX E 6TH AVE,Mount Pleasant,492915.1408,5456973.3067
Break and Enter Commercial,2025,2,12,0,11,3XX E 8TH AVE,Mount Pleasant,492947.293,5456762.324
Break and Enter Commercial,2025,2,12,3,0,3XX E 8TH AVE,Mount Pleasant,492953.0275,5456762.1517
Break and Enter Commercial,2025,4,19,21,0,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301
Break and Enter Commercial,2025,5,23,7,26,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301
Break and Enter Commercial,2025,4,3,5,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Break and Enter Commercial,2025,5,14,4,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Break and Enter Commercial,2025,11,29,7,50,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Break and Enter Commercial,2025,9,5,1,30,3XX E BROADWAY AVE,Mount Pleasant,492934.3915,5456678.5212
Break and Enter Commercial,2025,10,8,4,0,3XX E CORDOVA ST,Strathcona,492919.1407,5458832.6379
Break and Enter Commercial,2025,9,20,15,0,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298
Break and Enter Commercial,2025,11,10,15,30,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298
Break and Enter Commercial,2025,3,5,4,50,3XX E PENDER ST,Strathcona,492932.3691,5458628.9696
Break and Enter Commercial,2025,1,1,19,28,3XX E PENDER ST,Strathcona,492991.7908,5458617.9164
Break and Enter Commercial,2025,7,5,21,0,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2025,10,31,2,30,3XX HOWE ST,Central Business District,491699.6519,5459310.7617
Break and Enter Commercial,2025,1,22,9,7,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Break and Enter Commercial,2025,12,27,6,12,3XX MAIN ST,Central Business District,492746.3656,5458765.8717
Break and Enter Commercial,2025,7,11,0,0,3XX MAIN ST,Central Business District,492749.0819,5458833.1614
Break and Enter Commercial,2025,8,2,22,42,3XX MAIN ST,Central Business District,492749.0819,5458833.1614
Break and Enter Commercial,2025,9,28,23,0,3XX RAILWAY ST,Strathcona,492973.9745,5459102.1506
Break and Enter Commercial,2025,4,28,12,5,10XX BEACH AVE,West End,490227.2225,5458210.3785
Break and Enter Commercial,2025,1,4,3,4,10XX BROUGHTON ST,West End,490247.1512,5459171.0415
Break and Enter Commercial,2025,5,4,9,12,10XX BROUGHTON ST,West End,490247.1512,5459171.0415
Break and Enter Commercial,2025,5,24,8,40,10XX BROUGHTON ST,West End,490247.1512,5459171.0415
Break and Enter Commercial,2025,4,5,10,41,10XX BROUGHTON ST,West End,490247.4903,5459171.3852
Break and Enter Commercial,2025,7,10,9,19,10XX BROUGHTON ST,West End,490247.4903,5459171.3852
Break and Enter Commercial,2025,7,19,5,0,10XX BROUGHTON ST,West End,490247.4903,5459171.3852
Break and Enter Commercial,2025,9,6,2,50,10XX BROUGHTON ST,West End,490247.4903,5459171.3852
Break and Enter Commercial,2025,6,9,5,0,10XX BURNABY ST,West End,490462.4746,5458477.442
Break and Enter Commercial,2025,12,18,21,11,10XX BURNABY ST,West End,490517.1846,5458421.7056
Break and Enter Commercial,2025,10,25,7,0,10XX BURRARD ST,West End,490729.8291,5458622.3417
Break and Enter Commercial,2025,3,7,3,43,10XX BURRARD ST,Central Business District,490832.7942,5458716.1406
Break and Enter Commercial,2025,3,16,0,0,10XX CANADA PL,Central Business District,491492.0426,5459540.3896
Break and Enter Commercial,2025,5,8,16,19,10XX CANADA PL,Central Business District,491493.3778,5459541.9474
Break and Enter Commercial,2025,6,26,5,20,10XX CANADA PL,Central Business District,491493.3778,5459541.9474
Break and Enter Commercial,2025,7,30,2,42,10XX CANADA PL,Central Business District,491493.3778,5459541.9474
Break and Enter Commercial,2025,5,10,22,45,10XX DAVIE ST,West End,490510.582,5458587.0125
Break and Enter Commercial,2025,8,26,8,30,10XX DAVIE ST,West End,490563.7629,5458521.7306
Break and Enter Commercial,2025,11,17,1,0,10XX DENMAN ST,West End,489842.0669,5459563.5454
Break and Enter Commercial,2025,3,7,16,36,10XX DENMAN ST,West End,489865.7016,5459587.088
Break and Enter Commercial,2025,7,10,23,26,10XX DENMAN ST,West End,489875.1091,5459583.5524
Break and Enter Commercial,2025,5,9,17,30,10XX DUNSMUIR ST,Central Business District,491237.7903,5459258.9505
Break and Enter Commercial,2025,2,18,6,30,10XX E HASTINGS ST,Strathcona,494007.0836,5458691.3766
Break and Enter Commercial,2025,10,5,4,35,10XX E HASTINGS ST,Strathcona,494034.7151,5458690.5371
Break and Enter Commercial,2025,9,8,4,0,10XX E KENT AVE N,Sunset,493846.5284,5450670.0158
Break and Enter Commercial,2025,10,12,22,0,10XX E KENT AVE N,Sunset,493846.5284,5450670.0158
Break and Enter Commercial,2025,4,10,7,59,10XX EXPO BLVD,Central Business District,491544.5157,5458009.7425
Break and Enter Commercial,2025,1,3,8,21,10XX GILFORD ST,West End,489790.0823,5459725.2284
Break and Enter Commercial,2025,1,16,4,51,10XX HAMILTON ST,Central Business District,491228.7164,5458165.9512
Break and Enter Commercial,2025,6,19,3,18,10XX HARO ST,West End,490899.2273,5458973.8647
Break and Enter Commercial,2025,2,12,18,11,10XX HOMER ST,Central Business District,491165.4488,5458200.0834
Break and Enter Commercial,2025,11,17,1,12,10XX HOMER ST,Central Business District,491198.8052,5458234.0738
Break and Enter Commercial,2025,5,10,12,0,10XX HOMER ST,Central Business District,491209.513,5458231.9298
Break and Enter Commercial,2025,1,13,20,15,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Break and Enter Commercial,2025,5,21,6,13,10XX JERVIS ST,West End,490346.5898,5459068.5887
Break and Enter Commercial,2025,9,19,20,0,10XX JERVIS ST,West End,490346.5898,5459068.5887
Break and Enter Commercial,2025,12,16,3,35,10XX MAIN ST,Central Business District,492723.4646,5458090.6746
Break and Enter Commercial,2025,9,8,0,0,10XX MAIN ST,Strathcona,492743.6267,5458104.4668
Break and Enter Commercial,2025,9,15,4,54,10XX MAINLAND ST,Central Business District,491260.6327,5458132.5945
Break and Enter Commercial,2025,1,5,4,58,10XX MARINASIDE CRES,Central Business District,491407.6806,5457872.1403
Break and Enter Commercial,2025,10,8,4,51,14XX E 49TH AVE,Victoria-Fraserview,494396.8326,5452497.6737
Break and Enter Commercial,2025,12,12,4,47,14XX E 49TH AVE,Victoria-Fraserview,494396.8326,5452497.6737
Break and Enter Commercial,2025,12,30,0,25,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002
Break and Enter Commercial,2025,7,22,5,32,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Break and Enter Commercial,2025,11,17,1,37,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Break and Enter Commercial,2025,8,13,4,47,14XX E PENDER ST,Grandview-Woodland,494589.8227,5458617.361
Break and Enter Commercial,2025,3,3,0,39,14XX GRANVILLE ST,Central Business District,490555.8967,5458001.9688
Break and Enter Commercial,2025,9,17,19,0,14XX LAMEYS MILL RD,Fairview,490113.531,5457232.2306
Break and Enter Commercial,2025,3,2,7,53,14XX PENDRELL ST,West End,490130.3388,5459122.46
Break and Enter Commercial,2025,9,23,2,38,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Break and Enter Commercial,2025,4,11,14,8,14XX W 11TH AVE,Fairview,489951.0306,5456552.9533
Break and Enter Commercial,2025,2,4,1,56,14XX W 48TH AVE,Oakridge,489984.6063,5452785.0045
Break and Enter Commercial,2025,6,12,22,0,14XX W 73RD AVE,Marpole,489930.0,5450272.4943
Break and Enter Commercial,2025,3,31,11,37,14XX W 7TH AVE,Fairview,489958.692,5456966.1931
Break and Enter Commercial,2025,1,11,14,0,14XX W 8TH AVE,Fairview,489966.1417,5456863.4918
Break and Enter Commercial,2025,4,27,0,0,14XX W 8TH AVE,Fairview,490044.6617,5456861.4429
Break and Enter Commercial,2025,10,13,3,0,14XX W BROADWAY AVE,Fairview,490043.0822,5456769.7695
Break and Enter Commercial,2025,12,22,0,0,14XX W BROADWAY AVE,Fairview,490043.0822,5456769.7695
Break and Enter Commercial,2025,1,1,0,1,14XX W BROADWAY AVE,Fairview,490043.381,5456760.6176
Break and Enter Commercial,2025,9,10,23,46,14XX W GEORGIA ST,Central Business District,490640.3276,5459634.2527
Break and Enter Commercial,2025,11,16,4,23,15XX ADANAC ST,Grandview-Woodland,494672.8097,5458325.0762
Break and Enter Commercial,2025,6,4,16,0,15XX ALBERNI ST,West End,490538.4174,5459631.1283
Break and Enter Commercial,2025,5,19,12,54,15XX BARCLAY ST,West End,490266.5416,5459439.2911
Break and Enter Commercial,2025,1,14,1,24,15XX CHARLES ST,Grandview-Woodland,494679.6171,5457817.3756
Break and Enter Commercial,2025,3,8,1,55,15XX COAL HARBOUR QUAY,Central Business District,490667.1295,5459894.2914
Break and Enter Commercial,2025,12,1,0,0,15XX DAVIE ST,West End,489962.4111,5459119.4988
Break and Enter Commercial,2025,11,12,4,0,15XX DAVIE ST,West End,489962.7286,5459119.1835
Break and Enter Commercial,2025,9,25,15,23,15XX DAVIE ST,West End,489983.1283,5459111.8077
Break and Enter Commercial,2025,6,25,8,8,15XX E 10TH AVE,Kensington-Cedar Cottage,494701.0585,5456522.2364
Break and Enter Commercial,2025,2,11,6,0,15XX E 6TH AVE,Grandview-Woodland,494779.1448,5456933.7795
Break and Enter Commercial,2025,12,27,9,0,15XX FRANKLIN ST,Grandview-Woodland,494675.3375,5458827.3044
Break and Enter Commercial,2025,2,5,23,0,15XX GRANT ST,Grandview-Woodland,494728.0485,5457637.99
Break and Enter Commercial,2025,1,16,10,50,15XX HARO ST,West End,490386.3557,5459483.2262
Break and Enter Commercial,2025,1,6,4,15,15XX HARO ST,West End,490387.9769,5459481.5652
Break and Enter Commercial,2025,8,1,0,1,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494788.1274,5455040.8169
Break and Enter Commercial,2025,4,25,6,0,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.5124
Break and Enter Commercial,2025,7,2,22,0,15XX ROBSON ST,West End,490388.6148,5459608.7001
Break and Enter Commercial,2025,8,13,0,57,15XX VERNON DR,Strathcona,494276.7411,5457557.1647
Break and Enter Commercial,2025,8,24,0,0,15XX W 13TH AVE,Fairview,489886.7643,5456344.0666
Break and Enter Commercial,2025,9,9,18,30,15XX W 1ST AVE,Fairview,489801.6901,5457630.1368
Break and Enter Commercial,2025,7,10,3,19,1XX W GEORGIA ST,Central Business District,491811.6487,5458473.3659
Break and Enter Commercial,2025,12,17,0,11,1XX W GEORGIA ST,Central Business District,491811.6487,5458473.3659
Break and Enter Commercial,2025,1,12,1,15,1XX W GEORGIA ST,Central Business District,491874.5614,5458414.2252
Break and Enter Commercial,2025,5,19,6,55,1XX W HASTINGS ST,Central Business District,492159.2048,5458819.5621
Break and Enter Commercial,2025,9,8,4,10,1XX W PENDER ST,Central Business District,492113.776,5458718.8874
Break and Enter Commercial,2025,11,27,23,2,1XX WATER ST,Central Business District,492202.9847,5459031.7221
Break and Enter Commercial,2025,5,6,6,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Break and Enter Commercial,2025,8,7,14,30,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Break and Enter Commercial,2025,4,26,2,50,1XX WATER ST,Central Business District,492229.5113,5459034.1023
Break and Enter Commercial,2025,4,24,11,34,1XX WATER ST,Central Business District,492233.5213,5459023.567
Break and Enter Commercial,2025,8,16,14,33,1XX WATER ST,Central Business District,492233.5213,5459023.567
Break and Enter Commercial,2025,9,13,1,51,1XX WATER ST,Central Business District,492241.4827,5459021.4409
Break and Enter Commercial,2025,9,13,10,58,1XX WATER ST,Central Business District,492243.075,5459021.0156
Break and Enter Commercial,2025,10,8,16,0,20XX BEACH AVE,West End,489358.9782,5459781.0413
Break and Enter Commercial,2025,2,21,23,0,20XX COMMERCIAL DR,Grandview-Woodland,494933.0354,5457079.6501
Break and Enter Commercial,2025,4,24,4,31,20XX DUNDAS ST,Grandview-Woodland,495401.2735,5459114.3893
Break and Enter Commercial,2025,7,21,17,36,20XX DUNDAS ST,Grandview-Woodland,495401.2735,5459114.3893
Break and Enter Commercial,2025,12,20,1,30,20XX E HASTINGS ST,Grandview-Woodland,495456.8995,5458711.4677
Break and Enter Commercial,2025,1,2,7,31,20XX FRANKLIN ST,Grandview-Woodland,495406.0876,5458824.8564
Break and Enter Commercial,2025,7,13,5,44,20XX MANITOBA ST,Mount Pleasant,492243.8299,5457179.486
Break and Enter Commercial,2025,12,9,4,0,20XX MANITOBA ST,Mount Pleasant,492243.8299,5457179.486
Break and Enter Commercial,2025,3,19,4,30,20XX MCNICOLL AVE,Kitsilano,489067.7151,5458172.6519
Break and Enter Commercial,2025,3,14,12,3,20XX NELSON ST,West End,489626.0313,5459918.9025
Break and Enter Commercial,2025,10,22,4,33,20XX NELSON ST,West End,489626.0313,5459918.9025
Break and Enter Commercial,2025,11,20,13,50,20XX NELSON ST,West End,489626.0313,5459918.9025
Break and Enter Commercial,2025,7,21,2,55,20XX NELSON ST,West End,489639.8381,5459905.0831
Break and Enter Commercial,2025,7,9,15,0,20XX QUEBEC ST,Mount Pleasant,492517.4186,5457176.0707
Break and Enter Commercial,2025,5,16,11,8,20XX W 12TH AVE,Kitsilano,488927.3236,5456486.9863
Break and Enter Commercial,2025,7,1,4,32,20XX W 19TH AVE,Shaughnessy,489016.85,5455762.6527
Break and Enter Commercial,2025,8,2,13,51,20XX W 35TH AVE,Shaughnessy,488936.7603,5454147.7658
Break and Enter Commercial,2025,5,12,16,0,20XX W 3RD AVE,Kitsilano,488973.5619,5457367.2176
Break and Enter Commercial,2025,10,19,11,51,20XX W 41ST AVE,Kerrisdale,488865.88,5453536.3232
Break and Enter Commercial,2025,5,9,0,0,20XX W 46TH AVE,Kerrisdale,488716.933,5453017.0802
Break and Enter Commercial,2025,5,15,22,0,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151
Break and Enter Commercial,2025,2,15,17,0,20XX W BROADWAY AVE,Kitsilano,488884.691,5456790.5683
Break and Enter Commercial,2025,4,6,5,0,20XX W BROADWAY AVE,Kitsilano,489000.1388,5456796.6183
Break and Enter Commercial,2025,4,12,23,16,20XX W BROADWAY AVE,Kitsilano,489000.1388,5456796.6183
Break and Enter Commercial,2025,1,17,14,43,21XX CASSIAR ST,Hastings-Sunrise,497748.8776,5456960.8617
Break and Enter Commercial,2025,5,13,16,31,21XX CASSIAR ST,Hastings-Sunrise,497748.8874,5456963.188
Break and Enter Commercial,2025,2,9,3,0,21XX E 33RD AVE,Kensington-Cedar Cottage,495460.2081,5454118.7499
Break and Enter Commercial,2025,4,9,4,23,21XX E HASTINGS ST,Grandview-Woodland,495522.9928,5458710.7291
Break and Enter Commercial,2025,12,18,19,0,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495410.3243,5454594.9278
Break and Enter Commercial,2025,9,23,2,0,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495428.609,5454581.4955
Break and Enter Commercial,2025,1,31,4,30,21XX MAIN ST,Mount Pleasant,492656.8106,5457066.2262
Break and Enter Commercial,2025,8,11,3,8,21XX MCLEAN DR,Grandview-Woodland,494511.4287,5457011.4174
Break and Enter Commercial,2025,8,21,4,0,21XX W 12TH AVE,Kitsilano,488728.7943,5456489.9013
Break and Enter Commercial,2025,8,21,4,0,21XX W 12TH AVE,Kitsilano,488760.3227,5456489.1733
Break and Enter Commercial,2025,4,20,5,7,30XX MAIN ST,Mount Pleasant,492635.6057,5456163.2855
Break and Enter Commercial,2025,5,8,0,55,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4329,5456098.4605
Break and Enter Commercial,2025,10,11,1,7,30XX W BROADWAY AVE,Kitsilano,487472.4343,5456838.8521
Break and Enter Commercial,2025,11,16,0,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497261.2089,5456155.6784
Break and Enter Commercial,2025,11,28,16,1,31XX LAUREL ST,Fairview,490944.8425,5456052.5572
Break and Enter Commercial,2025,5,19,23,16,31XX W BROADWAY AVE,Kitsilano,487255.0733,5456835.6695
Break and Enter Commercial,2025,3,14,14,31,31XX W BROADWAY AVE,Kitsilano,487280.9642,5456834.9882
Break and Enter Commercial,2025,9,17,19,0,31XX W BROADWAY AVE,Kitsilano,487289.1901,5456843.9152
Break and Enter Commercial,2025,11,17,2,46,31XX W BROADWAY AVE,Kitsilano,487310.4896,5456843.3522
Break and Enter Commercial,2025,12,21,6,1,31XX W BROADWAY AVE,Kitsilano,487318.8019,5456833.9855
Break and Enter Commercial,2025,1,9,0,0,32XX ARBUTUS ST,Arbutus Ridge,488869.9337,5456061.612
Break and Enter Commercial,2025,6,29,14,0,32XX E 3RD AVE,Hastings-Sunrise,497520.2006,5457205.0463
Break and Enter Commercial,2025,9,21,21,10,12XX BURRARD ST,Central Business District,490558.7319,5458436.9437
Break and Enter Commercial,2025,5,23,3,15,12XX BUTE ST,West End,490293.0848,5458777.1129
Break and Enter Commercial,2025,1,27,0,30,12XX CARDERO ST,West End,489880.677,5459144.9701
Break and Enter Commercial,2025,6,16,21,9,12XX CARDERO ST,West End,489896.0353,5459160.1153
Break and Enter Commercial,2025,10,12,18,23,12XX DAVIE ST,West End,490198.8451,5458899.622
Break and Enter Commercial,2025,10,18,15,0,12XX DAVIE ST,West End,490227.2734,5458858.7773
Break and Enter Commercial,2025,8,1,4,31,12XX DAVIE ST,West End,490227.8755,5458858.1839
Break and Enter Commercial,2025,1,30,22,11,12XX DAVIE ST,West End,490285.9618,5458813.7969
Break and Enter Commercial,2025,4,24,15,30,12XX E 45TH AVE,Sunset,494132.3313,5452916.8527
Break and Enter Commercial,2025,10,16,4,26,12XX E 67TH AVE,Sunset,494044.0115,5450747.3974
Break and Enter Commercial,2025,11,10,4,22,12XX GRANVILLE ST,Central Business District,490720.1022,5458163.8044
Break and Enter Commercial,2025,10,26,3,0,12XX GRANVILLE ST,Central Business District,490755.5831,5458213.2878
Break and Enter Commercial,2025,3,27,3,15,12XX HAMILTON ST,Central Business District,491008.1166,5457957.2711
Break and Enter Commercial,2025,5,9,3,30,12XX HAMILTON ST,Central Business District,491059.4872,5458008.4745
Break and Enter Commercial,2025,6,22,16,11,12XX HARWOOD ST,West End,490097.4768,5458687.5772
Break and Enter Commercial,2025,2,12,21,0,12XX HOMER ST,Central Business District,490949.2527,5457983.8275
